parameter,CF_X,CF_Y
a,10.8292533808654,11.4895453744344
c,0,0
d,0.0656987734800012,0.0683330899406047
r,0.998511090588987,1.30773832588042
span,0.628918633417359,0.628918633417359
rms,1.114728515625,1.114728515625
avg,0.79304390383973,0.79304390383973
