parameter,CF_X,CF_Y
a,12.2455293919077,87.2870474892805
c,0,0
d,0.0493962762765498,0.0782116043881748
r,1.17840676748627,0.533700954784491
span,0.530362042807007,0.530362042807007
rms,1.114728515625,1.114728515625
avg,0.728259598499743,0.728259598499743
