parameter,CF_X,CF_Y
a,8.75769499110428,16.8737058784659
c,0,0
d,0.0136916127381797,0.0151548610424787
r,1.43706093799936,1.01737921162262
span,0.536152148996583,0.536152148996583
rms,1.114728515625,1.114728515625
avg,0.732224111182214,0.732224111182214
