parameter,CF_X,CF_Y
a,5.24371149721689,6.08581342524201
c,0,0
d,0.00972395269486144,0.00964931683394095
r,2.16107445229478,2.18509382226218
span,0.324465313166503,0.324465313166503
rms,1.114728515625,1.114728515625
avg,0.569618568137051,0.569618568137051
