parameter,CF_X,CF_Y
a,19.3782125183364,21.684085025553
c,0,0
d,0.0382086119625385,0.0406747061896835
r,2.0784025414114,2.16864922047951
span,0.52067901366394,0.52067901366394
rms,1.114728515625,1.114728515625
avg,0.721580912763039,0.721580912763039
