parameter,CF_X,CF_Y
a,16.7323440154628,20.9469516308611
c,0,0
d,0.0181809974235337,0.0185527366792386
r,1.78881355704918,1.80107155649404
span,0.367536155302734,0.367536155302734
rms,1.114728515625,1.114728515625
avg,0.606247602306792,0.606247602306792
