parameter,CF_X,CF_Y
a,27.6680279432351,25.8501638871921
c,0,0
d,0.0378138065075986,0.040145145434332
r,1.63779248852379,1.89812195329785
span,0.418345310283814,0.418345310283814
rms,1.114728515625,1.114728515625
avg,0.646796189138289,0.646796189138289
